,postal_code,State,City,CountyName,2016,2017,2018,2019,2020,2021
22303,73002,OK,Alex,Grady County,62606,66717,69572,74432,80928,88615
22304,63829,MO,Cardwell,Dunklin County,49331,50347,52852,55267,54928,59771
22306,12732,NY,Highland,Sullivan County,186574,171903,190133,191988,212799,267491
22307,12934,NY,Town Of Ellenburg,Clinton County,71514,81967,87937,93895,95138,102503
22309,92282,CA,White Water,Riverside County,165250,183977,208811,225472,246313,307962
22312,87006,NM,Socorro,Socorro County,129029,137075,136505,137146,140312,160349
22314,51027,IA,Ireton,Sioux County,134206,141546,146655,151657,156609,169477
22315,84622,UT,Centerfield,Sanpete County,134641,143317,154395,167467,186841,227840
22316,24622,VA,Richlands,Tazewell County,38202,38764,39684,39092,39015,41756
22317,47955,IN,Linden,Montgomery County,89279,92369,97835,104057,109360,124547
22318,56270,MN,Morton,Renville County,62946,64146,68182,72884,74870,84381
22319,21636,MD,Goldsboro,Caroline County,173404,175197,182137,189541,193706,217838
22320,55941,MN,Hokah,Houston County,161976,172349,181872,191266,196976,218244
22321,31561,GA,Sea Island,Glynn County,2324903,2358987,2426053,2390716,2514099,2998653
22322,50645,IA,Ionia,Chickasaw County,119815,125753,132399,136435,136939,145601
22324,53808,WI,Dickeyville,Grant County,125336,135684,143058,151712,158107,175233
22325,41531,KY,Hardy,Pike County,52376,53527,55255,57069,56034,59940
22326,64481,MO,Ridgeway,Harrison County,58047,60300,61514,67645,69927,76375
22327,13693,NY,Town of Lyme,Jefferson County,146825,154241,159895,162555,167735,184723
22328,68349,NE,Elmwood,Cass County,163894,176430,181953,189036,194583,218066
22329,62074,IL,New Douglas,Madison County,110382,111251,114886,117994,125338,143254
22330,31798,GA,Ambrose,Coffee County,94391,99702,111199,116383,119490,137576
22331,93664,CA,Shaver Lake,Fresno County,434767,435122,448246,452403,463964,564084
22332,31836,GA,Woodland,Talbot County,109209,107891,112502,120971,124214,135639
22333,24818,WV,Brenton,Wyoming County,42701,41864,42250,43367,40685,42744
22334,46301,IN,Beverly Shores,Porter County,412837,414898,422311,457660,480849,570686
22335,21671,MD,Tilghman,Talbot County,263889,265249,280109,279826,284874,345892
22337,73027,OK,Coyle,Logan County,84549,90898,95430,99501,106245,119186
22338,62567,IL,Stonington,Christian County,69472,76015,79947,83641,85067,90959
22339,93266,CA,Stratford,Kings County,111697,138571,144284,149850,171005,182415
22340,51053,IA,Schaller,Sac County,78416,80627,82571,84748,85708,94366
22341,47980,IN,Reynolds,White County,94923,100611,111684,117745,123484,142803
22342,59855,MT,Ronan,Lake County,137567,144390,151154,158665,164727,197818
22343,56010,MN,Amboy,Blue Earth County,113605,121937,128485,130775,139659,150365
22344,49638,MI,Harrietta,Wexford County,90193,91700,98151,106002,102920,114917
22345,72395,AR,Wilson,Mississippi County,126157,156033,167649,141858,115618,95771
22346,19437,PA,Lower Gwynedd Township,Montgomery County,726055,748888,783447,817732,844309,957016
22347,28347,NC,Hoffman,Richmond County,47295,53481,57160,61428,63523,71007
22349,25547,WV,Pecks Mill,Logan County,72521,74436,76705,79253,82258,88530
22351,66023,KS,Effingham,Atchison County,97858,101745,106502,107638,113456,130425
22352,43747,OH,Jerusalem,Monroe County,104912,114451,124332,129678,135035,149548
22353,49268,MI,Palmyra,Lenawee County,120679,121332,133487,136967,142266,163955
22355,51354,IA,Ocheyedan,Osceola County,80904,83575,79388,81555,87462,90337
22356,71323,LA,Center Point,Avoyelles Parish,106589,104381,110556,109001,106726,116740
22357,24366,VA,Bastian,Bland County,106934,111634,118072,122337,121534,131892
22358,24569,VA,Long Island,Pittsylvania County,100292,102829,104426,109438,113089,125408
22359,75478,TX,Saltillo,Hopkins County,131315,137567,140330,145079,150475,168623
22361,31066,GA,Musella,Crawford County,105084,118188,128126,135667,140479,156669
22362,8720,NJ,Wall Township,Monmouth County,507210,538433,554821,560859,586980,693981
22363,94514,CA,Byron,Contra Costa County,606122,646002,686617,701048,744495,881835
22364,29592,SC,Sellers,Dillon County,70577,75927,78926,83420,88925,102365
22365,26808,WV,High View,Hampshire County,155945,155310,156596,160966,162487,174656
22366,62214,IL,Addieville,Washington County,117112,123529,128975,136713,141255,153716
22367,56524,MN,Clitherall,Otter Tail County,273134,288586,311080,321456,325374,365793
22368,54964,WI,Utica,Winnebago County,187342,204003,211601,215444,227628,264023
22370,69120,NE,Arnold,Custer County,99560,89833,89458,99271,105821,115974
22371,70397,LA,Theriot,Terrebonne Parish,125094,130049,128370,133733,140567,156013
22372,73738,OK,Garber,Garfield County,41462,46723,48756,50184,50579,55612
22373,45849,OH,Grover Hill,Paulding County,76589,80920,86123,90640,93557,104432
22374,95225,CA,Valley Springs,Calaveras County,361978,392103,415218,409240,380919,502593
22375,46348,IN,La Crosse,La Porte County,116406,119366,127614,132706,136958,152335
22378,12151,NY,Round Lake,Saratoga County,220108,225290,227785,234642,242574,284916
22379,53069,WI,Okauchee,Waukesha County,347773,371316,384688,408034,444766,521519
22380,45711,OH,Amesville,Athens County,105357,108789,115558,119884,122755,142061
22381,64733,MO,Chilhowee,Johnson County,106200,111161,120620,130714,142126,166663
22382,49818,MI,Cornell,Delta County,102497,98622,98399,101168,106327,120578
22383,18923,PA,Bedminster Township,Bucks County,408312,416601,428036,436802,454153,522906
22384,34762,FL,Leesburg,Lake County,106548,116753,129563,140487,152181,177364
22386,16362,PA,Canal Township,Venango County,88647,94279,104043,111026,113752,124451
22387,47921,IN,Boswell,Benton County,47260,49045,52628,57613,61990,77252
22388,37710,TN,Briceville,Anderson County,96320,75623,79332,93959,94557,102513
22389,22714,VA,Brandy Station,Culpeper County,290186,310750,325129,334264,351690,407885
22390,66865,KS,Olpe,Lyon County,142077,148270,156747,163396,167901,192930
22392,12153,NY,Town Of Sand Lake,Rensselaer County,193846,191201,207672,211826,225456,271664
22393,52209,IA,Blairstown,Benton County,125863,130408,135747,139748,142388,154329
22394,76561,TX,Oglesby,Coryell County,199442,209834,220736,233230,238083,213059
22395,52154,IA,Lawler,Chickasaw County,110379,121366,120009,124778,128057,139660
22396,99348,WA,Prescott,Walla Walla County,192284,216352,232094,242829,254196,301883
22397,17006,PA,Toboyne Township,Perry County,97892,100718,101866,106950,110564,121447
22398,73620,OK,Arapaho,Custer County,92161,82290,80422,79485,84247,92667
22399,55919,MN,Brownsville,Houston County,181029,193948,208250,217390,222595,246434
22400,97823,OR,Condon,Gilliam County,78280,85185,91763,95141,99268,116548
22402,5647,VT,Cabot,Washington County,189791,197714,196783,200221,203752,239159
22403,4987,ME,Troy,Waldo County,121476,121876,131104,140565,151785,173808
22404,74936,OK,Gans,Sequoyah County,69535,74397,79302,84872,91176,90868
22405,81433,CO,Silverton,San Juan County,252777,250605,271644,286927,298092,341202
22406,31629,GA,Dixie,Brooks County,101976,113859,126469,137208,142707,159975
22407,38452,TN,Cypress Inn,Wayne County,97534,105769,118055,126275,136751,150386
22408,83255,ID,Howe,Butte County,140557,157424,178812,197413,213212,275540
22409,25979,WV,Lerona,Mercer County,74136,77154,79955,83088,87438,101456
22410,36783,AL,Thomaston,Marengo County,66286,69618,69823,79860,82707,95623
22412,30148,GA,Marble Hill,Dawson County,164433,171465,185933,197543,205531,236448
22413,98940,WA,Ronald,Kittitas County,402299,438828,481000,512445,530857,606331
22414,99030,WA,Rockford,Spokane County,200529,214753,239297,273578,305995,374955
22415,41727,KY,Chavies,Perry County,117079,117600,114746,125917,109486,109295
22416,74734,OK,Eagletown,McCurtain County,45309,47376,53056,56424,59493,60505
22417,83444,ID,Roberts,Jefferson County,178934,191007,203196,220023,237705,280393
22418,41180,KY,Webbville,Lawrence County,105155,111419,109003,110810,96088,95264
22419,54621,WI,Chaseburg,Vernon County,159152,172444,185271,196377,204300,226024
22420,71264,LA,Oak Ridge,Morehouse Parish,102250,106622,109338,112014,117297,124040
22421,75438,TX,Dodd City,Fannin County,139425,147934,158294,166482,173172,196296
22425,47930,IN,Clarks Hill,Tippecanoe County,125133,127990,136787,142106,154065,180340
22426,69025,NE,Curtis,Frontier County,66213,69273,73118,76500,77807,83707
22427,18333,PA,Polk Township,Monroe County,150486,157439,166244,179236,189380,234652
22428,40009,KY,Bradfordsville,Marion County,63725,67444,70212,74391,76707,85655
22429,52530,IA,Agency,Wapello County,99772,103581,102487,105059,107738,118703
22431,77857,TX,Cameron,Milam County,198207,211030,229324,241529,256913,298549
22432,75421,TX,Paris,Lamar County,95824,107797,115508,118449,122065,138868
22433,52039,IA,Rickardsville,Dubuque County,202793,209149,213960,227523,232849,259000
22435,83624,ID,Grand View,Owyhee County,160494,180584,199788,223981,246164,280579
22436,41519,KY,Sidney,Pike County,52265,54846,56979,58761,59657,65319
22437,55724,MN,Cotton,Saint Louis County,145709,160560,158800,162330,172678,198140
22438,46374,IN,San Pierre,Starke County,110731,115081,120850,126827,130557,149536
22440,27947,NC,Jarvisburg,Currituck County,189481,196534,207262,215636,225375,253482
22441,44901,OH,Mansfield,Richland County,150028,158729,163426,179805,185357,206091
22442,73734,OK,Dover,Kingfisher County,78632,88049,94148,93210,97795,104063
22443,73832,OK,Arnett,Ellis County,61973,64490,68912,71793,76174,84171
22444,68641,NE,Howells,Colfax County,109274,116730,134802,143862,148436,166907
22445,62241,IL,Ellis Grove,Randolph County,81021,81853,84758,86832,102147,111273
22446,54408,WI,Aniwa,Marathon County,104902,120603,129216,130897,149650,169593
22447,71325,LA,Cheneyville,Rapides Parish,128298,127822,132849,129167,134207,141481
22448,71660,AR,New Edinburg,Cleveland County,67213,68375,72867,76256,83152,79811
22450,51006,IA,Battle Creek,Ida County,47716,51838,54866,55498,56832,60767
22452,73565,OK,Ryan,Jefferson County,33931,34106,34919,36294,37479,42714
22453,52147,IA,Hawkeye,Fayette County,103435,113891,119726,124762,127821,136026
22454,77878,TX,Somerville,Burleson County,141633,152323,159912,165875,166613,197325
22456,18371,PA,Lehman Township,Pike County,145423,136694,157648,172890,182265,238074
22457,21869,MD,Vienna,Dorchester County,115156,114900,115130,118537,119536,135477
22458,59486,MT,Valier,Pondera County,125472,130668,139834,146401,152740,182551
22459,59853,MT,Noxon,Sanders County,224086,234217,251989,269337,278554,328822
22460,56253,MN,Lake Lillian,Kandiyohi County,155145,165292,174687,184368,189474,220731
22462,72004,AR,Altheimer,Jefferson County,35353,34931,34586,37155,37157,41523
22464,96047,CA,Igo,Shasta County,237123,254716,266392,276320,278432,332177
22465,28041,NC,Faith,Rowan County,152942,162092,169864,177260,187563,226685
22467,62063,IL,Medora,Macoupin County,118054,122591,128203,133177,137899,144891
22468,20680,MD,Ridge,Saint Marys County,299087,310576,318064,319222,340769,385221
22469,49836,MI,Germfask,Mackinac County,72951,76274,82658,88884,95174,113968
22470,95439,CA,Fulton,Sonoma County,638555,700769,763012,736840,808227,910793
22471,23967,VA,Saxe,Charlotte County,79605,73398,73456,77533,85983,97381
22472,49725,MI,De Tour Village,Chippewa County,105471,104670,110058,117300,126856,152331
22474,87714,NM,Cimarron,Colfax County,103620,110768,111789,114261,119344,133062
22475,85362,AZ,Yarnell,Yavapai County,99626,110018,127831,150200,164271,207154
22476,6090,CT,Granby,Hartford County,335671,340245,341671,342870,347148,398102
22477,45326,OH,Fletcher,Miami County,115026,123920,132357,143547,157270,170591
22478,47147,IN,Nabb,Clark County,136250,138976,149163,166459,177383,206221
22479,55065,MN,Randolph,Dakota County,267013,288187,305663,322899,342399,387214
22480,80478,CO,Tabernash,Grand County,549994,567396,622291,676410,695483,758508
22481,82720,WY,Hulett,Crook County,220717,236466,251352,262073,270542,280472
22482,15675,PA,Penn Township,Westmoreland County,109119,108099,109658,111795,119182,135264
22483,51462,IA,Scranton,Greene County,70080,71785,79678,82248,85822,92114
22484,21402,MD,Annapolis,Anne Arundel County,636287,661642,601208,615720,659219,731534
22485,54756,WI,Nelson,Buffalo County,104884,108418,115356,120751,127559,149725
22486,97436,OR,Elkton,Douglas County,214521,231626,243855,275111,290423,338273
22488,74423,OK,Braggs,Muskogee County,67039,66328,69564,74556,80609,88361
22489,35587,AL,Townley,Walker County,76971,78315,81519,84220,85680,95108
22490,49963,MI,South Range,Houghton County,75286,78669,78967,80173,83952,96140
22492,26269,WV,Hambleton,Tucker County,80705,82365,86582,93316,98467,105111
22493,14784,NY,Town Of Stockton,Chautauqua County,71936,79144,72838,76186,90850,101585
22494,4066,ME,Harpswell,Cumberland County,411057,425467,437996,442968,477442,598730
22495,98336,WA,Glenoma,Lewis County,132708,140147,151331,160460,186095,245338
22496,47575,IN,Saint Anthony,Dubois County,161409,171529,183451,193797,200253,225253
22497,16210,PA,Washington Township,Armstrong County,84952,87258,91052,95473,100872,115405
22498,65637,MO,Dora,Ozark County,153999,166335,164348,172843,178625,202558
22499,68456,NE,Utica,Seward County,129372,137403,143558,152374,157127,175135
22501,12861,NY,Putnam,Washington County,199675,209655,219777,231997,238878,260442
22502,59919,MT,Hungry Horse,Flathead County,201038,204426,218378,237927,238861,335846
22503,52202,IA,Alburnett,Linn County,179034,184818,191225,199987,204210,231354
22504,52658,IA,Wever,Lee County,135247,142322,149634,154337,156959,172237
22505,94970,CA,Stinson Beach,Marin County,2392796,2684004,2822584,3109319,3238255,3754612
22507,52362,IA,Wyoming,Jones County,93909,92996,97780,102786,104191,112329
22508,51466,IA,Wall Lake,Sac County,84789,88733,90068,91753,94863,105067
22509,61018,IL,Dakota,Stephenson County,105254,103403,108353,113657,114700,125538
22510,12175,NY,Town Of Summit,Schoharie County,124884,129045,135940,141668,142564,158546
22511,46570,IN,Tippecanoe,Marshall County,112577,117019,124796,129927,137938,157370
22512,27943,NC,Hatteras,Dare County,271870,273984,273665,279959,293393,353827
22513,31090,GA,Toomsboro,Wilkinson County,50195,54564,57979,60652,60382,64874
22514,63867,MO,Matthews,New Madrid County,73533,78274,84004,88394,88808,99199
22515,62533,IL,Farmersville,Montgomery County,90300,93283,95805,98426,98870,104386
22516,50107,IA,Grand Junction,Greene County,53456,54082,58265,61451,63698,67303
22517,68343,NE,Dorchester,Saline County,86685,92654,99434,108257,114386,129422
22518,83344,ID,Murtaugh,Twin Falls County,199131,215331,243246,275120,297144,403793
22519,62934,IL,Equality,Gallatin County,84737,85476,89099,84301,82004,83566
22520,42533,KY,Ferguson,Pulaski County,73191,78291,82171,84670,90299,99434
22521,31783,GA,Rebecca,Turner County,87164,92141,97045,98258,100761,116026
22522,38044,TN,Hornsby,Hardeman County,71825,75728,79155,83522,88194,96982
22523,49912,MI,Bruce Crossing,Ontonagon County,52187,58704,62418,70164,72120,81482
22525,64631,MO,Bucklin,Linn County,60349,64624,68911,72448,68787,78633
22526,84767,UT,Virgin,Washington County,366811,387967,439831,454817,487718,597651
22527,56120,MN,Butterfield,Watonwan County,80445,90887,94172,94194,101292,115695
22528,68624,NE,Bellwood,Butler County,97249,108274,115349,126795,125928,143332
22529,3750,NH,Hanover,Grafton County,577226,608320,625405,669685,711234,837683
22530,80515,CO,Drake,Larimer County,266480,296475,323964,345350,380366,442857
22531,12469,NY,Preston-Potter Hollow,Albany County,153887,152446,156838,155139,164894,199099
22533,56661,MN,Northome,Itasca County,98662,108980,117159,122832,126212,143901
22534,99714,AK,Salcha,Fairbanks North Star Borough,142563,150897,153792,151346,159225,171198
22535,5903,VT,Canaan,Essex County,100520,102002,107868,112095,113078,124918
22536,61844,IL,Fithian,Vermilion County,91998,96707,100674,105893,109253,121552
22537,62255,IL,Lenzburg,Saint Clair County,69348,67756,69415,75235,80837,84284
22538,45719,OH,Chauncey,Athens County,39960,41449,44961,46166,47247,54609
22539,74052,OK,Oilton,Creek County,49903,46228,47037,48991,51588,60275
22540,15083,PA,Sutersville,Westmoreland County,103383,102085,106377,107144,113391,127261
22541,13690,NY,Star Lake,Saint Lawrence County,50361,48864,47573,50714,52711,63009
22542,85626,AZ,Douglas,Cochise County,73351,79890,80471,92504,90570,101243
22543,74741,OK,Kemp,Bryan County,85407,88074,94529,100327,105414,117447
